spec_id,study_name,doi,contact_name,contact_email,citation,type,averaged,method,phylum,class,order,family,genus,species,sub,patch,sex,country,latitude,longitude
S0000138,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000139,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000140,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000141,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000142,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000143,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000144,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000145,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000146,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000147,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000148,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000149,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000150,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000151,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000152,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000153,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000154,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000155,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000156,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000157,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000158,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000159,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000160,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000161,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000162,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000163,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000164,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000165,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000166,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000167,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000168,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000169,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000170,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000171,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000172,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000173,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000174,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000175,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000176,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000177,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000178,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000179,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
S0000180,White2016,10.1111/evo.12948,Thomas_E_White,thomas.white@sydney.edu.au,"White TE, Kemp DJ (2016) Colour polymorphic lures target different visual channels in prey. Evolution Early View",reflectance,no,Oceanoptics USB2000. Dorsal mid-band.,Arthropoda,Arachnida,Araneae,Araneidae,Gasteracantha,fornicata,morph_white,NA,f,Australia,16.9,145.7
